"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Apr 16 11:54:40 GMT 2023","Sun Apr 16 11:54:41 GMT 2023","933","Tests.Automata teszt","test_conduit","TestConduit","","","test_signin",""
"broken","Sun Apr 16 11:54:52 GMT 2023","Sun Apr 16 11:54:53 GMT 2023","1398","Tests.Automata teszt","test_conduit","TestConduit","","","test_multi_page_listing",""
"broken","Sun Apr 16 11:55:05 GMT 2023","Sun Apr 16 11:55:06 GMT 2023","1394","Tests.Automata teszt","test_conduit","TestConduit","","","test_data_download",""
"broken","Sun Apr 16 11:54:57 GMT 2023","Sun Apr 16 11:54:58 GMT 2023","357","Tests.Automata teszt","test_conduit","TestConduit","","","test_modify_data",""
"passed","Sun Apr 16 11:54:44 GMT 2023","Sun Apr 16 11:54:45 GMT 2023","716","Tests.Automata teszt","test_conduit","TestConduit","","","test_cookie_handling",""
"broken","Sun Apr 16 11:54:55 GMT 2023","Sun Apr 16 11:54:56 GMT 2023","1437","Tests.Automata teszt","test_conduit","TestConduit","","","test_new_data_upload",""
"passed","Sun Apr 16 11:54:42 GMT 2023","Sun Apr 16 11:54:43 GMT 2023","1115","Tests.Automata teszt","test_conduit","TestConduit","","","test_logout",""
"broken","Sun Apr 16 11:54:59 GMT 2023","Sun Apr 16 11:55:01 GMT 2023","1473","Tests.Automata teszt","test_conduit","TestConduit","","","test_delete_data",""
"passed","Sun Apr 16 11:54:35 GMT 2023","Sun Apr 16 11:54:38 GMT 2023","3087","Tests.Automata teszt","test_conduit","TestConduit","","","test_signup",""
"passed","Sun Apr 16 11:54:46 GMT 2023","Sun Apr 16 11:54:51 GMT 2023","4550","Tests.Automata teszt","test_conduit","TestConduit","","","test_data_listing",""
"broken","Sun Apr 16 11:55:02 GMT 2023","Sun Apr 16 11:55:03 GMT 2023","1456","Tests.Automata teszt","test_conduit","TestConduit","","","test_more_articles_uploads",""
