"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 14 12:39:59 GMT 2023","Fri Apr 14 12:40:00 GMT 2023","859","Tests.Automata teszt","test_conduit","TestConduit","","","test_logout",""
"broken","Fri Apr 14 12:40:37 GMT 2023","Fri Apr 14 12:41:45 GMT 2023","68045","Tests.Automata teszt","test_conduit","TestConduit","","","test_delete_data",""
"passed","Fri Apr 14 12:39:49 GMT 2023","Fri Apr 14 12:39:52 GMT 2023","2839","Tests.Automata teszt","test_conduit","TestConduit","","","test_signup",""
"passed","Fri Apr 14 12:40:03 GMT 2023","Fri Apr 14 12:40:03 GMT 2023","142","Tests.Automata teszt","test_conduit","TestConduit","","","test_cookie_handling",""
"broken","Fri Apr 14 12:40:33 GMT 2023","Fri Apr 14 12:40:34 GMT 2023","768","Tests.Automata teszt","test_conduit","TestConduit","","","test_modify_data",""
"broken","Fri Apr 14 12:41:48 GMT 2023","Fri Apr 14 12:41:49 GMT 2023","746","Tests.Automata teszt","test_conduit","TestConduit","","","test_more_articles_uploads",""
"passed","Fri Apr 14 12:40:06 GMT 2023","Fri Apr 14 12:40:12 GMT 2023","5971","Tests.Automata teszt","test_conduit","TestConduit","","","test_data_listing",""
"passed","Fri Apr 14 12:40:15 GMT 2023","Fri Apr 14 12:40:26 GMT 2023","10873","Tests.Automata teszt","test_conduit","TestConduit","","","test_multi_page_listing",""
"passed","Fri Apr 14 12:39:55 GMT 2023","Fri Apr 14 12:39:56 GMT 2023","759","Tests.Automata teszt","test_conduit","TestConduit","","","test_signin",""
"broken","Fri Apr 14 12:40:29 GMT 2023","Fri Apr 14 12:40:30 GMT 2023","754","Tests.Automata teszt","test_conduit","TestConduit","","","test_new_data_upload",""
