"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Apr 16 13:26:40 GMT 2023","Sun Apr 16 13:26:54 GMT 2023","13874","Tests.Automata teszt","test_conduit","TestConduit","","","test_more_articles_uploads",""
"passed","Sun Apr 16 13:25:35 GMT 2023","Sun Apr 16 13:25:37 GMT 2023","2733","Tests.Automata teszt","test_conduit","TestConduit","","","test_signup",""
"passed","Sun Apr 16 13:25:55 GMT 2023","Sun Apr 16 13:26:05 GMT 2023","10699","Tests.Automata teszt","test_conduit","TestConduit","","","test_multi_page_listing",""
"passed","Sun Apr 16 13:26:07 GMT 2023","Sun Apr 16 13:26:11 GMT 2023","4298","Tests.Automata teszt","test_conduit","TestConduit","","","test_new_data_upload",""
"passed","Sun Apr 16 13:25:39 GMT 2023","Sun Apr 16 13:25:41 GMT 2023","2482","Tests.Automata teszt","test_conduit","TestConduit","","","test_signin",""
"passed","Sun Apr 16 13:25:48 GMT 2023","Sun Apr 16 13:25:54 GMT 2023","5589","Tests.Automata teszt","test_conduit","TestConduit","","","test_data_listing",""
"passed","Sun Apr 16 13:25:42 GMT 2023","Sun Apr 16 13:25:45 GMT 2023","2525","Tests.Automata teszt","test_conduit","TestConduit","","","test_logout",""
"broken","Sun Apr 16 13:26:32 GMT 2023","Sun Apr 16 13:26:39 GMT 2023","6870","Tests.Automata teszt","test_conduit","TestConduit","","","test_delete_data",""
"passed","Sun Apr 16 13:25:46 GMT 2023","Sun Apr 16 13:25:47 GMT 2023","680","Tests.Automata teszt","test_conduit","TestConduit","","","test_cookie_handling",""
"passed","Sun Apr 16 13:26:12 GMT 2023","Sun Apr 16 13:26:31 GMT 2023","19042","Tests.Automata teszt","test_conduit","TestConduit","","","test_modify_data",""
"failed","Sun Apr 16 13:26:55 GMT 2023","Sun Apr 16 13:27:07 GMT 2023","11596","Tests.Automata teszt","test_conduit","TestConduit","","","test_data_download",""
