"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Apr 16 00:08:12 GMT 2023","Sun Apr 16 00:08:15 GMT 2023","2824","Tests.Automata teszt","test_conduit","TestConduit","","","test_signup",""
"passed","Sun Apr 16 00:09:01 GMT 2023","Sun Apr 16 00:09:13 GMT 2023","12038","Tests.Automata teszt","test_conduit","TestConduit","","","test_data_listing",""
"passed","Sun Apr 16 00:08:38 GMT 2023","Sun Apr 16 00:08:38 GMT 2023","896","Tests.Automata teszt","test_conduit","TestConduit","","","test_logout",""
"passed","Sun Apr 16 00:08:50 GMT 2023","Sun Apr 16 00:08:50 GMT 2023","164","Tests.Automata teszt","test_conduit","TestConduit","","","test_cookie_handling",""
"passed","Sun Apr 16 00:09:24 GMT 2023","Sun Apr 16 00:09:49 GMT 2023","25208","Tests.Automata teszt","test_conduit","TestConduit","","","test_multi_page_listing",""
"passed","Sun Apr 16 00:10:43 GMT 2023","Sun Apr 16 00:10:55 GMT 2023","11243","Tests.Automata teszt","test_conduit","TestConduit","","","test_delete_data",""
"passed","Sun Apr 16 00:10:00 GMT 2023","Sun Apr 16 00:10:04 GMT 2023","3269","Tests.Automata teszt","test_conduit","TestConduit","","","test_new_data_upload",""
"broken","Sun Apr 16 00:11:06 GMT 2023","Sun Apr 16 00:11:15 GMT 2023","8977","Tests.Automata teszt","test_conduit","TestConduit","","","test_more_articles_uploads",""
"passed","Sun Apr 16 00:08:26 GMT 2023","Sun Apr 16 00:08:26 GMT 2023","823","Tests.Automata teszt","test_conduit","TestConduit","","","test_signin",""
"passed","Sun Apr 16 00:10:15 GMT 2023","Sun Apr 16 00:10:32 GMT 2023","17272","Tests.Automata teszt","test_conduit","TestConduit","","","test_modify_data",""
"broken","Sun Apr 16 00:11:27 GMT 2023","Sun Apr 16 00:11:32 GMT 2023","5369","Tests.Automata teszt","test_conduit","TestConduit","","","test_data_download",""
