"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Apr 15 23:54:35 GMT 2023","Sat Apr 15 23:54:36 GMT 2023","692","Tests.Automata teszt","test_conduit","TestConduit","","","test_cookie_handling",""
"passed","Sat Apr 15 23:54:11 GMT 2023","Sat Apr 15 23:54:12 GMT 2023","852","Tests.Automata teszt","test_conduit","TestConduit","","","test_signin",""
"passed","Sat Apr 15 23:56:02 GMT 2023","Sat Apr 15 23:56:09 GMT 2023","6496","Tests.Automata teszt","test_conduit","TestConduit","","","test_modify_data",""
"broken","Sat Apr 15 23:56:42 GMT 2023","Sat Apr 15 23:56:51 GMT 2023","8755","Tests.Automata teszt","test_conduit","TestConduit","","","test_more_articles_uploads",""
"passed","Sat Apr 15 23:54:23 GMT 2023","Sat Apr 15 23:54:24 GMT 2023","972","Tests.Automata teszt","test_conduit","TestConduit","","","test_logout",""
"broken","Sat Apr 15 23:57:02 GMT 2023","Sat Apr 15 23:57:07 GMT 2023","5445","Tests.Automata teszt","test_conduit","TestConduit","","","test_data_download",""
"passed","Sat Apr 15 23:54:47 GMT 2023","Sat Apr 15 23:55:00 GMT 2023","12540","Tests.Automata teszt","test_conduit","TestConduit","","","test_data_listing",""
"passed","Sat Apr 15 23:55:11 GMT 2023","Sat Apr 15 23:55:37 GMT 2023","25744","Tests.Automata teszt","test_conduit","TestConduit","","","test_multi_page_listing",""
"passed","Sat Apr 15 23:53:57 GMT 2023","Sat Apr 15 23:54:00 GMT 2023","2536","Tests.Automata teszt","test_conduit","TestConduit","","","test_signup",""
"passed","Sat Apr 15 23:56:20 GMT 2023","Sat Apr 15 23:56:31 GMT 2023","10966","Tests.Automata teszt","test_conduit","TestConduit","","","test_delete_data",""
"passed","Sat Apr 15 23:55:48 GMT 2023","Sat Apr 15 23:55:51 GMT 2023","3163","Tests.Automata teszt","test_conduit","TestConduit","","","test_new_data_upload",""
