"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Apr 16 18:28:07 GMT 2023","Sun Apr 16 18:28:24 GMT 2023","17131","Tests.Automata teszt","test_conduit","TestConduit","","","test_data_download",""
"passed","Sun Apr 16 18:27:29 GMT 2023","Sun Apr 16 18:27:36 GMT 2023","6978","Tests.Automata teszt","test_conduit","TestConduit","","","test_modify_data",""
"passed","Sun Apr 16 18:26:31 GMT 2023","Sun Apr 16 18:26:34 GMT 2023","2465","Tests.Automata teszt","test_conduit","TestConduit","","","test_signup",""
"passed","Sun Apr 16 18:26:43 GMT 2023","Sun Apr 16 18:27:01 GMT 2023","17174","Tests.Automata teszt","test_conduit","TestConduit","","","test_data_listing",""
"passed","Sun Apr 16 18:26:38 GMT 2023","Sun Apr 16 18:26:41 GMT 2023","2437","Tests.Automata teszt","test_conduit","TestConduit","","","test_logout",""
"passed","Sun Apr 16 18:27:37 GMT 2023","Sun Apr 16 18:27:50 GMT 2023","12684","Tests.Automata teszt","test_conduit","TestConduit","","","test_delete_data",""
"passed","Sun Apr 16 18:26:42 GMT 2023","Sun Apr 16 18:26:42 GMT 2023","652","Tests.Automata teszt","test_conduit","TestConduit","","","test_cookie_handling",""
"passed","Sun Apr 16 18:26:35 GMT 2023","Sun Apr 16 18:26:37 GMT 2023","2389","Tests.Automata teszt","test_conduit","TestConduit","","","test_signin",""
"broken","Sun Apr 16 18:27:02 GMT 2023","Sun Apr 16 18:27:22 GMT 2023","20327","Tests.Automata teszt","test_conduit","TestConduit","","","test_multi_page_listing",""
"passed","Sun Apr 16 18:27:23 GMT 2023","Sun Apr 16 18:27:27 GMT 2023","3985","Tests.Automata teszt","test_conduit","TestConduit","","","test_new_data_upload",""
"broken","Sun Apr 16 18:27:51 GMT 2023","Sun Apr 16 18:28:06 GMT 2023","14687","Tests.Automata teszt","test_conduit","TestConduit","","","test_more_articles_uploads",""
