"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Apr 16 21:31:30 GMT 2023","Sun Apr 16 21:31:37 GMT 2023","7648","Tests.Automata teszt","test_conduit","TestConduit","","","test_multi_page_listing",""
"broken","Sun Apr 16 21:32:13 GMT 2023","Sun Apr 16 21:32:30 GMT 2023","16346","Tests.Automata teszt","test_conduit","TestConduit","","","test_delete_data",""
"passed","Sun Apr 16 21:31:38 GMT 2023","Sun Apr 16 21:31:42 GMT 2023","4060","Tests.Automata teszt","test_conduit","TestConduit","","","test_new_data_upload",""
"passed","Sun Apr 16 21:30:48 GMT 2023","Sun Apr 16 21:30:50 GMT 2023","2829","Tests.Automata teszt","test_conduit","TestConduit","","","test_signup",""
"passed","Sun Apr 16 21:32:53 GMT 2023","Sun Apr 16 21:33:11 GMT 2023","17650","Tests.Automata teszt","test_conduit","TestConduit","","","test_data_download",""
"passed","Sun Apr 16 21:30:52 GMT 2023","Sun Apr 16 21:30:54 GMT 2023","2529","Tests.Automata teszt","test_conduit","TestConduit","","","test_signin",""
"passed","Sun Apr 16 21:31:11 GMT 2023","Sun Apr 16 21:31:28 GMT 2023","17707","Tests.Automata teszt","test_conduit","TestConduit","","","test_data_listing",""
"passed","Sun Apr 16 21:32:31 GMT 2023","Sun Apr 16 21:32:52 GMT 2023","21027","Tests.Automata teszt","test_conduit","TestConduit","","","test_more_articles_uploads",""
"passed","Sun Apr 16 21:30:55 GMT 2023","Sun Apr 16 21:30:58 GMT 2023","2560","Tests.Automata teszt","test_conduit","TestConduit","","","test_logout",""
"passed","Sun Apr 16 21:31:44 GMT 2023","Sun Apr 16 21:32:12 GMT 2023","28450","Tests.Automata teszt","test_conduit","TestConduit","","","test_modify_data",""
"passed","Sun Apr 16 21:30:59 GMT 2023","Sun Apr 16 21:31:09 GMT 2023","10238","Tests.Automata teszt","test_conduit","TestConduit","","","test_cookie_handling",""
